S.No.,Lane,Type,Entry,Exit,Time
1402,1,1,9107.88,9114.28,6.4
1403,1,1,9109.52,9116.36,6.84
1404,2,1,9120.96,9125.24,4.28
1405,2,3,9129.52,9135.64,6.12
1406,2,2,9131.24,9137.04,5.8
1407,2,1,9138.52,9143.28,4.76
1408,1,1,9140.32,9144.72,4.4
1409,2,3,9146.92,9153.36,6.44
1410,1,6,9150.96,9157.88,6.92
1411,1,3,9164.4,9169.96,5.56
1412,1,4,9197.84,9205.16,7.32
1413,1,1,9198.64,9205.96,7.32
1414,1,5,9209.64,9223.56,13.92
1415,1,2,9214.36,9219.6,5.24
1416,1,1,9214.16,9226.28,12.12
1417,1,3,9217.56,9225,7.44
1418,1,1,9214.24,9227.84,13.6
1419,1,1,9228.72,9234.88,6.16
1420,1,1,9229.56,9236.44,6.88
1421,1,1,9238.48,9243,4.52
1422,1,1,9238.2,9244.88,6.68
1423,1,1,9238,9244.88,6.88
1424,1,3,9247.6,9252.44,4.84
1425,1,3,9249.44,9254.24,4.8
1426,1,3,9251.32,9255.72,4.4
1427,1,3,9251.88,9258.92,7.04
1428,1,3,9253.56,9259.32,5.76
1429,1,2,9256.24,9261.24,5
1430,1,3,9257.52,9264.6,7.08
1431,1,2,9263.44,9267.84,4.4
1432,1,2,9264.04,9270,5.96
1433,1,2,9266.8,9273.2,6.4
1434,1,1,9268.04,9272.8,4.76
1435,1,1,9275.64,9282.88,7.24
1436,1,1,9277.68,9283.32,5.64
1437,1,5,9305.52,9319.06,13.54
1438,2,4,9300.92,9310.32,9.4
1439,1,3,9306.36,9311.72,5.36
1440,2,3,9315.24,9321,5.76
1441,2,3,9316.72,9322.92,6.2
1442,1,3,9314.32,9324.68,10.36
1443,1,1,9321.12,9329.64,8.52
1444,1,1,9335.44,9343.24,7.8
1445,1,2,9335.24,9339.64,4.4
1446,2,3,9341,9346.64,5.64
1447,2,3,9342.2,9347.8,5.6
1448,2,3,9343.52,9349.68,6.16
1449,1,7,9370.88,9380.56,9.68
1450,1,2,9381.52,9387.04,5.52
1451,1,3,9382.2,9388.4,6.2
1452,1,3,9383.52,9389.16,5.64
1453,1,3,9402.48,9408.32,5.84
1454,2,3,9412.08,9416.36,4.28
1455,1,2,9416.48,9423.08,6.6
1456,1,1,9419.32,9425.28,5.96
1457,2,3,9425.24,9430.36,5.12
1458,2,1,9431.92,9436.24,4.32
1459,1,1,9431.8,9439.44,7.64
1460,1,3,9435.04,9441.92,6.88
1461,1,2,9444.04,9453.36,9.32
1462,1,1,9447.72,9453.24,5.52
1463,1,4,9486,9492.72,6.72
1464,2,3,9491.72,9499.72,8
1465,2,6,9493.68,9501.36,7.68
1466,1,3,9500.36,9506.36,6
1467,1,3,9498.48,9504.04,5.56
1468,1,2,9512.6,9522.52,9.92
1469,2,2,9512.64,9516.92,4.28
1470,2,1,9526.72,9531.56,4.84
1471,1,1,9534.96,9544.96,10
1472,1,1,9536.92,9543.64,6.72
1473,1,2,9545.76,9552.28,6.52
1474,1,4,9548.12,9554.2,6.08
1475,1,1,9548.72,9555.76,7.04
1476,1,3,9555.04,9559.8,4.76
1477,2,1,9562,9566.64,4.64
1478,1,3,9562.64,9570.8,8.16
1479,2,2,9568.72,9574.24,5.52
1480,1,2,9572.48,9576.56,4.08
1481,1,3,9590.16,9596.48,6.32
1482,1,3,9590.92,9597.92,7
1483,1,2,9591.96,9595.48,3.52
1484,1,3,9592.4,9599.32,6.92
1485,1,2,9593.4,9599.32,5.92
1486,1,2,9605.44,9610.24,4.8
1487,1,3,9607.68,9612.08,4.4
1488,1,2,9606.92,9610.28,3.36
1489,1,3,9604.08,9612.12,8.04
1490,1,2,9605,9610.24,5.24
1491,1,1,9606.92,9612.56,5.64
1492,1,3,9609.32,9613.92,4.6
1493,1,1,9639.88,9646.64,6.76
1494,1,3,9647.2,9653.68,6.48
1495,1,3,9647.6,9653.12,5.52
1496,1,3,9650.08,9655.76,5.68
1497,1,3,9651.96,9657.64,5.68
1498,1,1,9656.68,9665.72,9.04
1499,2,4,9660.6,9666.28,5.68
1500,1,1,9660.48,9667.56,7.08
1501,1,1,9681.48,9689,7.52
1502,1,1,9683,9687.4,4.4
1503,1,3,9682.68,9688.6,5.92
1504,1,1,9686.72,9691.44,4.72
1505,1,1,9689.4,9695.28,5.88
1506,1,3,9697.2,9703.8,6.6
1507,1,3,9698.16,9704.24,6.08
1508,1,1,9701.36,9708.8,7.44
1509,1,3,9710.4,9717.12,6.72
1510,1,3,9711.64,9718.48,6.84
1511,2,7,9713.52,9721.52,8
1512,2,2,9716.6,9724.08,7.48
1513,2,1,9720.92,9727.16,6.24
1514,2,1,9723.44,9729,5.56
1515,2,3,9724.76,9730.92,6.16
1516,1,2,9712.64,9719.76,7.12
1517,1,3,9716.04,9722.44,6.4
1518,2,3,9730.48,9735.76,5.28
1519,1,1,9727.12,9733.76,6.64
1520,1,1,9728.8,9735.6,6.8
1521,1,4,9731.36,9738.2,6.84
1522,1,3,9735.56,9742.28,6.72
1523,1,3,9737.96,9743.92,5.96
1524,1,3,9739.24,9745.4,6.16
1525,1,3,9744.4,9751.08,6.68
1526,1,4,9747.48,9754.12,6.64
1527,2,3,9747.72,9752.28,4.56
1528,2,3,9749.2,9753.92,4.72
1529,2,3,9750.68,9754.8,4.12
1530,1,1,9753.04,9758,4.96
1531,1,3,9756.72,9762.12,5.4
1532,1,3,9761.44,9766.2,4.76
1533,1,3,9773.28,9780.2,6.92
1534,1,3,9778.68,9784.36,5.68
1535,1,3,9779.96,9787.4,7.44
1536,1,3,9787.68,9793.56,5.88
1537,1,1,9789.08,9795.4,6.32
1538,1,2,9809.76,9816.6,6.84
1539,1,2,9810.6,9818.16,7.56
1540,1,3,9812.24,9817.52,5.28
1541,1,3,9812.52,9816.8,4.28
1542,1,3,9812.4,9818.2,5.8
1543,1,6,9820,9826.96,6.96
1544,2,3,9821.88,9828.92,7.04
1545,2,2,9826.12,9830.88,4.76
1546,1,3,9820.4,9828.96,8.56
1547,1,1,9822.8,9829.72,6.92
1548,1,1,9824.72,9831.96,7.24
1549,1,3,9825.92,9832.48,6.56
1550,1,6,9827.88,9833.96,6.08
1551,1,2,9833.4,9840,6.6
1552,1,3,9842.16,9849.84,7.68
1553,1,3,9850,9856.68,6.68
1554,1,1,9863.2,9867.76,4.56
1555,1,1,9882.32,9886.64,4.32
1556,1,1,9891,9894.28,3.28
1557,1,3,9891,9897.16,6.16
1558,1,3,9898.68,9903.56,4.88
1559,1,3,9898.88,9903.52,4.64
1560,1,2,9909,9913.56,4.56
1561,1,3,9909.2,9914.6,5.4
1562,1,1,9913.08,9917.96,4.88
1563,2,3,9913.92,9919.08,5.16
1564,2,3,9919.28,9924.28,5
1565,2,3,9923.32,9928.72,5.4
1566,2,3,9924.36,9929.32,4.96
1567,1,2,9926.44,9931.92,5.48
1568,1,1,9927.52,9933.76,6.24
1569,2,2,9933.88,9938.48,4.6
1570,1,1,9929.68,9935.92,6.24
1571,1,1,9932.4,9938.04,5.64
1572,1,3,9934.44,9940.28,5.84
1573,1,1,9935.2,9940.28,5.08
1574,1,3,9939.48,9945.72,6.24
1575,1,3,9940,9944.88,4.88
1576,1,3,9941.88,9947.48,5.6
1577,1,3,9947.76,9953.04,5.28
1578,1,3,9953.68,9958.72,5.04
1579,1,2,9956.56,9961.72,5.16
1580,2,1,9961.04,9965.28,4.24
1581,1,3,9962,9967.56,5.56
1582,1,3,9973.88,9981.12,7.24
1583,1,3,9995.36,10001.84,6.48
1584,2,3,9997.88,10002.48,4.6
1585,1,2,10015.64,10021.56,5.92
1586,1,1,10016.8,10023.2,6.4
1587,1,1,10020.28,10025.52,5.24
1588,1,3,10051,10056,5
1589,1,1,10051.44,10055.04,3.6
1590,2,2,10054.08,10059.16,5.08
1591,1,3,10057.2,10064.2,7
1592,1,3,10062.92,10068.76,5.84
1593,2,1,10065,10070.32,5.32
1594,2,2,10068.16,10073.52,5.36
1595,1,3,10073.52,10078.92,5.4
1596,1,1,10082.8,10088.92,6.12
1597,2,3,10091.68,10097.56,5.88
1598,2,3,10093.36,10098.96,5.6
1599,2,2,10094.84,10099.6,4.76
1600,1,3,10104.28,10110.44,6.16
1601,1,1,10105.32,10111.48,6.16
1602,2,3,10104.88,10110.2,5.32
1603,2,2,10107.72,10112.08,4.36
1604,1,1,10114.68,10119.8,5.12
1605,1,1,10127.8,10132,4.2
1606,1,3,10128.28,10133.56,5.28
1607,1,3,10137.12,10143.72,6.6
1608,2,1,10138.12,10143.84,5.72
1609,2,1,10139.36,10145.2,5.84
1610,1,1,10141.72,10146.8,5.08
1611,1,2,10145.44,10150.64,5.2
1612,1,1,10147.48,10152.6,5.12
1613,1,1,10154.68,10159.64,4.96
1614,1,1,10166.04,10171.12,5.08
1615,1,3,10166.28,10172.04,5.76
1616,1,2,10168.4,10174.32,5.92
1617,1,3,10167.88,10175.08,7.2
1618,1,1,10173.36,10178.32,4.96
1619,1,1,10176.56,10181.04,4.48
1620,1,3,10179.12,10183.52,4.4
1621,1,3,10180.52,10185.56,5.04
1622,1,3,10180.24,10185.92,5.68
1623,1,3,10182.92,10187.68,4.76
1624,1,1,10188.88,10194.92,6.04
1625,1,2,10190.6,10195.88,5.28
1626,1,2,10199.52,10205.48,5.96
1627,1,1,10200.52,10206.92,6.4
1628,1,2,10204,10209.12,5.12
1629,2,7,10210.64,10225.34,14.7
1630,1,3,10213.96,10221.24,7.28
1631,1,3,10214.64,10222.28,7.64
1632,1,3,10217.52,10225.12,7.6
1633,1,3,10219.44,10226.96,7.52
1634,1,1,10221.44,10228.36,6.92
1635,2,3,10214.68,10227.12,12.44
1636,2,1,10217.48,10230.96,13.48
1637,1,1,10223.28,10230.44,7.16
1638,1,3,10226.04,10231.6,5.56
1639,1,3,10227.12,10232.6,5.48
1640,1,2,10228.2,10233.92,5.72
1641,1,3,10230.04,10236.04,6
1642,1,3,10232.88,10238.68,5.8
1643,1,3,10234.68,10240.56,5.88
1644,2,1,10238.68,10242.84,4.16
1645,1,1,10255.32,10260.72,5.4
1646,2,4,10255.44,10260.52,5.08
1647,1,3,10261.32,10268.52,7.2
1648,1,2,10266.08,10273.16,7.08
1649,1,1,10270.2,10277.48,7.28
1650,1,1,10273.28,10280.76,7.48
1651,1,4,10274.96,10281.48,6.52
1652,1,1,10276,10281.48,5.48
1653,1,3,10280.2,10285.56,5.36
1654,2,2,10291.4,10301.48,10.08
1655,1,3,10287.92,10296.48,8.56
1656,2,1,10292.44,10299.04,6.6
1657,1,1,10292.4,10298.2,5.8
1658,1,1,10294.32,10300.68,6.36
1659,1,1,10296,10302.08,6.08
1660,2,3,10299.52,10304.2,4.68
1661,1,1,10312.44,10318.64,6.2
1662,1,2,10315.36,10321.56,6.2
1663,2,6,10317.44,10325.24,7.8
1664,2,2,10319.8,10327.36,7.56
1665,1,1,10332.28,10336.76,4.48
1666,1,4,10335.32,10344.4,9.08
1667,1,1,10336.64,10347.32,10.68
1668,1,2,10343.28,10349.16,5.88
1669,1,1,10349.96,10355.4,5.44
1670,2,1,10353.04,10357.64,4.6
1671,1,1,10353.36,10359.04,5.68
1672,1,2,10356.8,10363.32,6.52
1673,2,3,10367.76,10372.2,4.44
1674,1,3,10375.08,10380.52,5.44
1675,1,1,10379.88,10388,8.12
1676,2,2,10381.44,10387.6,6.16
1677,2,3,10384.4,10389.76,5.36
1678,1,1,10380.68,10388,7.32
1679,1,1,10388.4,10394.92,6.52
1680,1,1,10390.12,10397.56,7.44
1681,1,3,10398.28,10406.28,8
1682,1,4,10404.64,10410.76,6.12
1683,1,1,10406.48,10412.68,6.2
1684,1,4,10427.6,10435.08,7.48
1685,1,1,10428.52,10433.04,4.52
1686,1,3,10429.36,10436.24,6.88
1687,1,2,10431.32,10437.36,6.04
1688,1,1,10433.44,10439.8,6.36
1689,1,1,10437.28,10442.24,4.96
1690,1,1,10438.84,10444.56,5.72
1691,2,1,10436.24,10441.44,5.2
1692,1,1,10436.52,10442.28,5.76
1693,1,1,10438.2,10442.24,4.04
1694,1,1,10439.16,10444.56,5.4
1695,1,1,10439,10446.04,7.04
1696,1,1,10441.28,10446.6,5.32
1697,1,1,10453.68,10459.28,5.6
1698,1,2,10459.44,10464.56,5.12
1699,1,1,10462.32,10470.64,8.32
1700,1,1,10463.4,10468.08,4.68
1701,1,2,10464.12,10469.08,4.96
1702,1,2,10464.4,10470.32,5.92
1703,1,2,10466,10471.92,5.92
1704,1,3,10473.92,10481.08,7.16
1705,1,4,10483.2,10490.72,7.52
1706,1,3,10483.44,10488.04,4.6
1707,1,3,10485.04,10491.2,6.16
1708,2,3,10488.28,10493.8,5.52
1709,1,3,10492.8,10500,7.2
1710,1,3,10493.8,10500.04,6.24
1711,1,3,10494.44,10501.24,6.8
1712,1,3,10496.88,10503.6,6.72
1713,1,3,10499.72,10506.48,6.76
1714,1,3,10511.2,10516.44,5.24
1715,1,6,10518.08,10525.64,7.56
1716,2,2,10517.16,10521,3.84
1717,2,1,10517.76,10523.16,5.4
1718,2,3,10522,10527.56,5.56
1719,1,4,10520.76,10527.76,7
1720,1,3,10521.84,10529.2,7.36
1721,1,3,10521.84,10529.72,7.88
1722,1,1,10525.48,10532.28,6.8
1723,1,3,10529.52,10536.64,7.12
1724,1,1,10537.32,10542.44,5.12
1725,1,3,10541.04,10546.48,5.44
1726,1,4,10544.92,10559.22,14.3
1727,1,3,10541,10546.48,5.48
1728,1,3,10544.88,10550.32,5.44
1729,1,3,10545,10550.4,5.4
1730,1,3,10546.92,10554,7.08
1731,1,2,10548.6,10555.44,6.84
1732,2,2,10545.08,10549.88,4.8
1733,1,3,10554.56,10558.88,4.32
1734,1,3,10565.92,10572.36,6.44
1735,1,2,10569.4,10576.84,7.44
1736,1,3,10571.68,10579.16,7.48
1737,1,3,10576.4,10582.4,6
1738,1,3,10575.56,10584.2,8.64
1739,2,3,10583.36,10590.4,7.04
1740,1,3,10582.36,10588.84,6.48
1741,1,1,10585.32,10592.72,7.4
1742,1,1,10585.92,10593.96,8.04
1743,1,1,10587.8,10593.24,5.44
1744,1,1,10592.08,10597.36,5.28
1745,1,3,10589.96,10598.76,8.8
1746,1,3,10595.52,10600.2,4.68
1747,1,2,10601.52,10611.08,9.56
1748,1,1,10603.44,10609.04,5.6
1749,1,2,10603.72,10610.12,6.4
1750,1,3,10603.32,10610.2,6.88
1751,1,2,10611.88,10618.24,6.36
1752,1,3,10611.84,10616.68,4.84
1753,1,1,10614.76,10621.04,6.28
1754,1,3,10618.52,10624.48,5.96
1755,1,1,10619.92,10625.92,6
1756,1,1,10621.92,10627.32,5.4
1757,1,3,10622.6,10629.24,6.64
1758,1,1,10635.32,10639.84,4.52
1759,1,3,10636.96,10644.48,7.52
1760,1,1,10642.56,10647.68,5.12
1761,1,3,10647.48,10654.12,6.64
1762,1,3,10650.6,10657.56,6.96
1763,1,3,10652.52,10659.16,6.64
1764,1,1,10684.24,10689.24,5
1765,1,2,10688.8,10695.4,6.6
1766,1,1,10694.44,10698.96,4.52
1767,2,2,10696.32,10699.72,3.4
1768,1,3,10700.12,10705.4,5.28
1769,2,3,10708.6,10714.96,6.36
1770,1,1,10709.68,10715.28,5.6
1771,1,1,10713.84,10719.72,5.88
1772,1,3,10714.16,10720.56,6.4
1773,1,3,10714.4,10720.88,6.48
1774,1,1,10715.16,10719.72,4.56
1775,1,1,10716.72,10721.64,4.92
1776,1,2,10722.28,10727.6,5.32
1777,1,3,10724.36,10731.12,6.76
1778,1,1,10732.28,10738.4,6.12
1779,1,3,10732.76,10740.32,7.56
1780,2,3,10734.96,10741.68,6.72
1781,2,4,10736.48,10743.8,7.32
1782,2,1,10739.52,10745.6,6.08
1783,1,1,10742.52,10747.48,4.96
1784,1,1,10744.24,10749.2,4.96
1785,1,1,10748.6,10753.92,5.32
1786,1,6,10758.76,10773.09,14.33000002
1787,1,3,10759.92,10765.52,5.6
1788,1,3,10762.08,10767.92,5.84
1789,1,4,10762.76,10770.44,7.68
1790,1,3,10764.68,10772,7.32
1791,1,3,10766.68,10772.4,5.72
1792,1,1,10766.56,10774.36,7.8
1793,2,1,10776.36,10781.28,4.92
1794,1,1,10789.48,10795.4,5.92
1795,1,1,10791.72,10798.48,6.76
1796,1,3,10802.24,10809.24,7
1797,1,2,10808.76,10813.32,4.56
1798,1,4,10811.6,10817.76,6.16
1799,1,5,10815.52,10829.39,13.87
1800,1,1,10817.36,10822.48,5.12
1801,1,1,10819.48,10825.68,6.2
1802,1,3,10821.44,10827.84,6.4
1803,1,3,10820.36,10828.32,7.96
1804,1,3,10825.88,10830.48,4.6
1805,1,1,10841.52,10848.72,7.2
1806,1,1,10848.72,10854.12,5.4
1807,1,1,10852.72,10857.28,4.56
1808,1,2,10853.4,10857.8,4.4
1809,1,3,10853.48,10857.32,3.84
1810,1,1,10854.6,10859.72,5.12
1811,1,1,10856.12,10860.88,4.76
1812,1,1,10863.04,10867.76,4.72
1813,1,3,10865.04,10870.36,5.32
1814,1,4,10869.32,10874.32,5
1815,2,3,10873.92,10880.8,6.88
1816,1,6,10882.52,10891.24,8.72
1817,1,2,10886.24,10891.2,4.96
1818,1,5,10891,10901.36,10.36
1819,1,4,10892.8,10899.12,6.32
1820,1,2,10895.56,10900.16,4.6
1821,1,1,10896.6,10901.4,4.8
1822,1,1,10893.72,10903.48,9.76
1823,1,1,10897.56,10905.44,7.88
1824,1,3,10900.56,10908.56,8
1825,1,3,10908.88,10914.8,5.92
1826,1,1,10909.4,10916.72,7.32
1827,1,3,10910.12,10916.56,6.44
1828,1,1,10917.16,10923.4,6.24
1829,2,3,10920.4,10925.56,5.16
1830,1,2,10919.84,10924.76,4.92
1831,1,2,10926.44,10932.12,5.68
1832,1,3,10938.32,10945.12,6.8
1833,2,1,10940.68,10945,4.32
1834,1,3,10943.64,10951.96,8.32
1835,1,3,10946.64,10954.92,8.28
1836,1,2,10950.44,10956.92,6.48
1837,1,3,10965.12,10971.64,6.52
1838,1,3,10968,10973.52,5.52
1839,1,3,10973.44,10978.72,5.28
1840,2,1,11008.04,11014,5.96
1841,1,1,11008.28,11014.2,5.92
1842,1,7,11007.76,11020.44,12.68
1843,1,1,11022.48,11029.76,7.28
1844,2,1,11026.08,11031.76,5.68
1845,2,3,11027.88,11034.08,6.2
1846,1,2,11026.72,11032.12,5.4
1847,1,2,11029.84,11034.48,4.64
1848,1,1,11032.92,11038.36,5.44
1849,1,2,11036,11041.56,5.56
1850,1,4,11038.8,11045.08,6.28
1851,1,3,11046.48,11055.28,8.8
1852,2,1,11050.52,11056,5.48
1853,1,2,11092.44,11098.24,5.8
1854,1,2,11093.44,11099.52,6.08
1855,1,3,11105.56,11111,5.44
1856,1,2,11109.88,11115.64,5.76
1857,2,2,11107.72,11111.68,3.96
1858,1,1,11112.84,11118.04,5.2
1859,1,5,11117.4,11129.96,12.56
1860,1,1,11118.4,11123.36,4.96
1861,2,1,11124.68,11131.12,6.44
1862,2,3,11132.56,11138.2,5.64
1863,1,3,11129.8,11138.52,8.72
1864,1,4,11140.12,11147.96,7.84
1865,1,2,11151.32,11158.8,7.48
1866,1,1,11153,11157.88,4.88
1867,1,4,11156.12,11161.24,5.12
1868,2,3,11168.72,11176.56,7.84
1869,1,2,11176.08,11179.96,3.88
1870,1,1,11193.28,11199,5.72
1871,1,4,11199.96,11206.04,6.08
1872,1,1,11211.56,11217.44,5.88
1873,1,2,11228.2,11233.2,5
1874,1,3,11231.76,11238.72,6.96
1875,1,3,11233.84,11240.8,6.96
1876,1,1,11238.52,11243.76,5.24
1877,1,2,11242.48,11248.36,5.88
1878,1,3,11245.56,11251.8,6.24
1879,1,1,11246.2,11251.76,5.56
1880,1,1,11248.32,11253.08,4.76
1881,1,1,11252.24,11257.68,5.44
1882,1,1,11257.64,11263.68,6.04
1883,2,1,11257.08,11263.04,5.96
1884,2,1,11258.76,11264.8,6.04
1885,1,4,11258.6,11272.6,14
1886,1,3,11263.04,11268.36,5.32
1887,2,3,11273.16,11280.8,7.64
1888,1,4,11270.36,11276.32,5.96
1889,1,6,11265.2,11278.2,13
1890,1,1,11293.4,11297.96,4.56
1891,1,2,11294.16,11299.6,5.44
1892,1,2,11305.08,11310.48,5.4
1893,1,1,11306.92,11312.2,5.28
1894,1,2,11307.72,11311.4,3.68
1895,2,1,11318.2,11322.92,4.72
1896,1,6,11348.64,11358.4,9.76
1897,2,2,11358.28,11363.56,5.28
1898,2,7,11363.8,11371.88,8.08
1899,2,1,11364.24,11377.24,13
1900,2,1,11366.6,11374.88,8.28
1901,1,2,11372.68,11386.76,14.08
1902,2,3,11382.36,11388.32,5.96
1903,1,1,11371.76,11385.16,13.4
1904,1,1,11378.64,11390.48,11.84
1905,1,1,11382.52,11393.48,10.96
1906,1,1,11385.24,11395.36,10.12
1907,1,1,11384.44,11396.88,12.44
1908,2,1,11394.64,11399.16,4.52
1909,1,4,11393.76,11402.24,8.48
1910,1,1,11408.44,11414.48,6.04
1911,1,1,11410.24,11417.16,6.92
1912,1,1,11415.04,11420.32,5.28
1913,1,2,11424.84,11432.44,7.6
1914,1,1,11429.44,11435.68,6.24
1915,2,1,11441.44,11446.84,5.4
1916,2,3,11445.24,11450.76,5.52
1917,2,3,11448.72,11455.84,7.12
1918,1,1,11465.88,11473.68,7.8
1919,1,1,11471.64,11477.56,5.92
1920,1,3,11470.84,11479.52,8.68
1921,1,4,11475.8,11481.48,5.68
1922,1,2,11479.44,11486.2,6.76
1923,2,3,11490.44,11496.84,6.4
1924,1,2,11497.96,11503.32,5.36
1925,2,6,11510.4,11515.96,5.56
1926,2,1,11513.52,11519.08,5.56
1927,2,3,11516.04,11521.6,5.56
1928,2,1,11517.96,11523.68,5.72
1929,2,3,11521.28,11527.72,6.44
1930,2,3,11522.88,11530.44,7.56
1931,1,1,11554.48,11560.44,5.96
1932,1,1,11558.64,11564.92,6.28
1933,1,3,11565.12,11570.6,5.48
1934,2,1,11569.04,11573.72,4.68
1935,2,3,11577.56,11584.52,6.96
1936,1,2,11577.12,11583.52,6.4
1937,2,3,11585.52,11591.96,6.44
1938,2,3,11592,11598.2,6.2
1939,1,5,11614.72,11628.76,14.04
1940,1,3,11616.12,11623.88,7.76
1941,1,3,11620.64,11626.96,6.32
1942,1,1,11620.52,11632.12,11.6
1943,1,1,11623.36,11634.68,11.32
1944,1,1,11625.28,11636.36,11.08
1945,1,3,11625.4,11636.12,10.72
1946,1,3,11625.4,11637.04,11.64
1947,1,3,11626.36,11638.32,11.96
1948,1,4,11629.24,11639.8,10.56
1949,2,1,11636.28,11641.8,5.52
1950,1,3,11637.8,11650.6,12.8
1951,1,1,11645.56,11653.6,8.04
1952,1,1,11657.96,11667.16,9.2
1953,1,1,11665.6,11671.32,5.72
1954,1,3,11662.72,11673.48,10.76
1955,1,3,11664.76,11674.2,9.44
1956,2,1,11665.56,11670.76,5.2
1957,1,1,11676.28,11683.28,7
1958,1,3,11680.48,11688.04,7.56
1959,1,3,11682.04,11688.88,6.84
1960,1,2,11685,11693.24,8.24
1961,1,4,11687.44,11700.52,13.08
1962,1,1,11685.84,11691.84,6
1963,2,7,11690.92,11703.68,12.76
1964,2,3,11695.2,11706.4,11.2
1965,1,1,11706.16,11712.36,6.2
1966,1,4,11709,11718.24,9.24
1967,1,3,11711.72,11719.92,8.2
1968,1,1,11712.76,11721.16,8.4
1969,1,2,11716.48,11723.72,7.24
1970,2,2,11720.04,11725.24,5.2
1971,1,3,11721.32,11730.52,9.2
1972,2,1,11727.28,11732.84,5.56
1973,2,3,11731.76,11741.4,9.64
1974,2,3,11733.28,11742.84,9.56
1975,1,6,11753.16,11767.16,14
1976,1,1,11754.04,11761.72,7.68
1977,1,3,11755.96,11763.64,7.68
1978,1,3,11755.96,11766.52,10.56
1979,1,1,11764.52,11772.44,7.92
1980,1,2,11771.68,11777.56,5.88
1981,1,3,11775.16,11782.8,7.64
1982,1,3,11776.88,11784.04,7.16
1983,2,2,11780.52,11787.12,6.6
1984,1,1,11778.12,11785.24,7.12
1985,1,1,11779.36,11786.68,7.32
1986,1,3,11784.76,11793.72,8.96
1987,1,4,11790.52,11798.32,7.8
1988,1,3,11793.48,11800.16,6.68
1989,1,2,11795.24,11801.88,6.64
1990,1,1,11797.16,11803.68,6.52
1991,1,3,11798.2,11803.04,4.84
1992,1,1,11799.16,11805.28,6.12
1993,2,2,11805.8,11813.68,7.88
1994,1,1,11805.72,11813.28,7.56
1995,1,3,11808.68,11816.12,7.44
1996,1,1,11811.24,11817.28,6.04
1997,1,1,11813.4,11819.6,6.2
1998,1,3,11814.48,11822.8,8.32
1999,2,1,11816.36,11821.24,4.88
2000,1,3,11819.36,11828.44,9.08
2001,1,3,11826.88,11835.84,8.96
2002,1,4,11839.6,11845.6,6
2003,1,1,11850.2,11860.28,10.08
2004,1,2,11853.72,11862.12,8.4
2005,1,3,11853.84,11859.96,6.12
2006,1,3,11861.64,11868.96,7.32
2007,1,4,11865.2,11874.24,9.04
2008,1,4,11872.48,11879.12,6.64
2009,1,3,11876.8,11884.12,7.32
2010,1,3,11877.04,11882.8,5.76
2011,1,3,11879.2,11885.56,6.36
2012,1,3,11881.76,11888.52,6.76
2013,1,1,11888.44,11894.64,6.2
2014,2,3,11891.68,11900.16,8.48
2015,1,2,11899.08,11907.12,8.04
2016,2,1,11908.76,11914.48,5.72
2017,2,1,11910.16,11917.24,7.08
2018,1,3,11910.64,11923.16,12.52
2019,1,3,11916.32,11923.36,7.04
2020,1,3,11918.2,11924.24,6.04
2021,1,3,11919.16,11924.88,5.72
2022,1,3,11922.96,11930.4,7.44
2023,1,1,11923.16,11931.6,8.44
2024,1,4,11940.88,11948.92,8.04
2025,1,1,11943.52,11950.64,7.12
2026,1,1,11946.32,11952.24,5.92
2027,1,1,11948.08,11954.68,6.6
2028,2,3,11945.72,11950.96,5.24
2029,2,3,11949.88,11956.6,6.72
2030,1,3,11950.88,11957.6,6.72
2031,1,3,11954.64,11961.36,6.72
2032,2,3,11959.56,11965.28,5.72
2033,2,3,11960.64,11967.16,6.52
2034,1,1,11960.36,11967.92,7.56
2035,1,1,11965.2,11971.8,6.6
2036,1,3,11966.12,11971.8,5.68
2037,2,2,11981.96,11986.36,4.4
2038,1,3,11981.56,11987.04,5.48
2039,1,1,11985.36,11991.48,6.12
2040,2,2,11989.68,11998.36,8.68
2041,1,3,11989.28,11999.16,9.88
2042,1,1,11996,12002.76,6.76
2043,1,1,11995.96,12003.36,7.4
2044,1,1,12003.56,12012.24,8.68
2045,1,1,12008.08,12014.96,6.88
2046,1,1,12009.84,12017.44,7.6
2047,1,3,12011.32,12018.36,7.04
2048,1,3,12012.32,12018.64,6.32
2049,1,3,12013.12,12020.56,7.44
2050,1,2,12015.16,12023.4,8.24
2051,1,1,12016.28,12022.24,5.96
2052,1,4,12022.08,12036.08,14
2053,2,3,12037.64,12043,5.36
2054,2,3,12039.56,12044.96,5.4
2055,1,1,12037,12043.92,6.92
2056,1,1,12042.92,12049.04,6.12
2057,1,1,12046.88,12053.76,6.88
2058,1,1,12048.12,12056.16,8.04
2059,1,2,12051.64,12058.16,6.52
2060,1,1,12060.28,12067.56,7.28
2061,2,3,12061.2,12067.96,6.76
2062,2,1,12061.76,12068.92,7.16
2063,1,2,12067.96,12073.24,5.28
2064,2,3,12118.88,12125.56,6.68
2065,1,4,12128.64,12136.6,7.96
2066,1,1,12150.16,12157.56,7.4
2067,1,4,12154.8,12165.2,10.4
2068,1,1,12156.44,12163,6.56
2069,1,4,12165.2,12171.92,6.72
2070,1,6,12168.84,12178.2,9.36
2071,1,3,12170.12,12179.12,9
2072,1,1,12178.4,12189.04,10.64
2073,1,1,12179.16,12189.12,9.96
2074,1,3,12182.32,12190.56,8.24
